id,screenname,name,verified,desc,favorites_ct,followers_ct,friends_ct,tweets_ct,type
118556370,KINGMARSHALLENT,DJ MARSHALL,False,King Marshall Ent. was founded by two ambitious brothers.Who believe that through determination and preservation they will continue to rise to new heights.,1,81,315,669,1
118738552,BrightonLMHR,LMHR Brighton,False,"Brighton Love Music Hate Racism/Unite Against Fascism joins everyone in our city against racists and fascists, such as the BNP and EDL.",3,311,166,325,1
119175212,GoSagesMMS,Jeanne Handley,False,"Monticello Middle School is located in Monticello, Illinois, 22 miles southwest of Champaign on Interstate 72 connecting Champaign and Decatur.",5,298,275,471,1
119400401,WatchBigBang,Watch Big Bang,False,Breaking news about Big Bang Theory.,0,5945,392,12653,1
119965249,NewsEd_RIA,M Fitzpatrick,False,"Retail in Asia is a one-stop shop for retail industry news, advice and networking in the region.",0,43,21,761,1
119992061,PGDirect,PaperGoods,False,"The best selection and price for party goods and disposable dinnerware. Free shipping, savings for referrals and more!",4,85,167,1131,1
120125806,samuel2cute,Samuel Aifuwa,False,All about Samuel,0,27,24,175,1
120285512,ghostbarLV,ghostbar,False,A sleek & sophisticated indoor-outdoor lounge on the 55th floor of @Palms Casino Resort. Open Nightly {happy hour 8pm-10pm} http://t.co/sNVZ8H2Mtf,548,18911,13067,5515,1
120390975,Prrsaarschool,PRRSAAR Institute,False,We offer quality programs on Share Market and online trading.,0,17,17,251,1
120850052,DailysPress,Daily s-Press,False,"your daily drip of small presses, fresh: monday - friday",0,159,106,250,1
121451143,Perfumes4u,Perfumes-4u,False,"TOP BRAND #FRAGRANCES AT #LOWPRICES #bargain
#Perfumes-4u offers great #perfume and #cosmetics for everyone.",62,197,608,643,1
121665251,epiffnyclothing,Epiffny Clothing,False,fuck the mainstream #SUPPORTLOCALCLOTH,0,150,658,775,1
121753267,PallExGroup,Pall-Ex,False,"The multi-award winning palletised distribution network based in the UK, founded by @hilarydevey in 1996.",161,3739,1083,845,1
121812435,cormanassociate,Corman & Associates,False,"With over 60 years experience designing manufacturing retail fixtures, Corman & Associates works with at any stage, from concept development to installation..",2,621,1994,779,1
121841065,fdlschools,Fond du Lac Schools,False,"We proudly serve 7,500 students in 15 buildings & virtually in Fond du Lac, WI. Our Pursuit: To Become the Premiere School District in the United States.",59,1850,186,7068,1
122344315,WPPFellowship,WPP Fellows,False,"Information about the WPP Fellowship, straight from the Fellows",8,1206,51,210,1
122484560,Trisori,Trisori,False,Amazing jewellery. Not suitable for faint hearted.,2,560,316,2019,1
122501853,CooleyTennis,CooleyTennisAcademy,False,One of Ireland's premier tennis academies. Please visit our website to find a venue near you.,3,247,794,743,1
122531560,Twimpage,Twimpage Recs,False,Pimping out the best of the fandom one story at a time. Currently under renovation; your patience is appreciated.,0,105,132,217,1
122578105,reAfrica1,Africa1 Property,False,"Africa1 Property - search real estate for sale & rent from all over Africa, residential, commercial, property news & more - new re-vamped website coming soon!",0,758,1888,460,1
123100631,RoaringPajamas,Roaring Pajamas,False,"Founder Melanie Yunk cooks up the perfect recipe for customer engagement with a fresh take on social media, SEO and digital strategy as the key ingredients.",207,4727,5015,1698,1
123327540,bravoutah,"Bravo, Utah!",False,"Bravo Utah is an indie rock band from Hamilton, NJ.  You're cute.",0,30,6,344,1
123369125,ILWhiteEagles,White Eagle,False,Official twitter of the Illinois White Eagles,0,14,5,126,1
123555111,Gamentary,Gamentary,False,"A bunch of people who like games, play them, then talk about them. Tweets by: @RickyInMotion @teoh_albert and @gavinnettlefold. Send pie.",1,81,315,556,1
123687592,HyattABQ,Hyatt Albuquerque,False,Experience a delightful stay at Hyatt Regency Albuquerque! Our amenities & sundrenched location make us the ideal choice! #Hyatt #Albuquerque 1 (505) 842-1234,254,3355,1624,2361,1
123747100,ipamsdotcom,IPAMS Philippines,False,"Welcome to the official page of IPAMS on Twitter! Be assured of NO placement fees, NO processing fees, NO salary deductions in all our recruitment worldwide.",0,3918,11,1836,1
124043939,artlooped,Susanna Jade,False,"We are a group of 33 artists that show our work from our studios on July 9 - 11, 2010. We've been doing this for 15 years! Please view our website.",0,6,11,336,1
125018971,epicwebs,Lynq,False,"Epic http://t.co/HrsZvkQoA9 completely free tutorials, templates and blog.",0,126,2,127,1
125101376,viralventures,vvmag,False,"We help entrepreneurs create remarkable businesses that obtain greater influence, traffic, customers, and profits.",4,1541,1891,399,1
125212960,FishSeafoodGril,Fish Seafood Grill,False,"Seafood restaurant, waterfront views. PHONE (03) 9640 0686. Open Tues-Sun. On Super Tuesday 50% we'll split your food bill in half!",0,141,83,111,1
125270554,cvcchinese,CVC Chinese Radio,False,"We are a Mandarin radio station based in Australia and Singapore, hear us via shortwave and web online! http://1cvc.con",0,16,36,132,1
125417359,ForeverMeBand,Forever Me,False,"The Official Forever Me Twitter! 
Follow Us! @NikkiForeverMe @RichieForeverMe @AndrewForeverMe @DavidForeverMe",3,962,405,2710,1
125637346,NHL_Lightning,Tampa Bay Lightning,False,Tampa Bay Lightning Unofficial Fan Site. Up-to-the-minute updates of your favorite team.,0,3192,1765,5747,1
125754374,strategiadesign,Strategia Design,False,"We are a creative design firm with a focus on brand strategy, package design, logo development and corporate identity programs in both print and digital media!",865,625,788,1109,1
125765605,FightingFitness,Fighting Fitness,False,Learn the latest tips and tricks to get into fighting shape...fast!,0,89,116,953,1
125945151,curlcommits,Curl Commitagent,False,"curl is a transfer tool powered by libcurl, the data transfer library",0,13,0,4709,1
125947490,Happitots,Happitots Nursery,False,"Childcare for 3 months to 5 years, in Winnersh, nr Reading. Holiday Club for 5-11s too!",0,1195,297,1122,1
126125056,internetrix,Internetrix,False,"We're experts at Website Projects, Online Performance and Digital Consulting.  Our customers are in Australia, China, New Zealand and the United States.",51,377,241,334,1
126407534,cucompanies,CU Companies,False,"CU Companies, the premiere CUSO based in the Midwest, offers both Correspondent and Retail channels to efficiently service your customers and members. NMLS#1037",41,582,1405,522,1
126914026,economyhotel,economy hotel athens,False,"city center hotel in Athens Greece
5, Kleisthenous street
105 52 Athens Greece
Tel +30 2105220520 
http://t.co/RpFGL7mC
http://t.co/4p5aBUdl",0,586,1986,1111,1
128021723,QabeelatBarakah,Qabeelat Barakah,False,"Qabeelat Barakah, the home of AlMaghrib Institute in Manchester. Follow for updates on future seminars!",34,1444,84,2434,1
128024931,Baltimore_Buzzz,Baltimore Local,False,"Baltimore MD local news, events, jobs and more. We also offer affordable local business advertising: http://t.co/NLc8yEcDYt or @localbuzzz",3,3726,3355,57040,1
128272680,NigYCC,Nig Youth Climate,False,Nigerian Youth Climate Coalition is a network of Youths organisations and individuals working towards a climate safe Nigeria,8,982,194,1078,1
128331997,TMEWeddings,This Moment Events,False,"Award winning boutique wedding planning & event styling firm in East Windsor, NJ. One of a kind celebrations wifh sparkle and soul!",9,89,56,226,1
128538736,CloudNineSocial,CloudNine Workshops,False,Practical Workshops on integrating Social Media into independent recruitment businesses. Run by award-winning Social Recruiter Steve Ward @CloudNineRec,0,252,389,1552,1
128783704,flushingclicker,Flushing Clicker,False,"Click and find everything happening in Flushing, New York!",0,12,0,979,1
128811344,hyannisclicker,Hyannis Clicker,False,"Click and find everything happening in Hyannis, Massachusetts!",0,12,0,969,1
128976971,BobbysHaven,Bobby's Haven,False,"A safe haven for gay youth & parents of gay youth.  Suicide is NOT an option! Help save gay youth! -Chase Ferrell, Founder
(This is not a bot account lol)",32,1352,1810,378,1
129676498,TPV_Billboards,TeaParty Billboards,False,Be a Tea Party Voter. Join this grassroots movement to preserve the American Dream. Help us VOTE OUT LIBERALS and put Anti-Obama signs everywhere,0,1518,1722,2063,1
129693454,thelunalaval,The Luna Laval,False,"Indie band from NJ.
A Good Fear EP - Now Available! --- http://t.co/YStmOlax",0,237,1151,160,1
130000070,campgreenville,Camp Greenville,False,Inspiring Futures Since 1912!,21,260,41,1126,1
130631604,Petersproduce,Peters Produce,False,"Retail Greengrocers selling fruits and vegetables to the people of Herne Bay and beyond. Suppliers to the catering trade. 
01227741548 sales@petersproduce.co.uk",12,1006,173,2495,1
130723982,hydrationdepot,Hydration Depot,False,"Gatorade and Sqwincher hydration powders, liquids, equip & RTD.  We cater to industry, military, event and race planners, export & to the public. All welcome!",169,413,1466,1029,1
130763010,TeenagerQuotes,Teen Quotes,False,trying to understand teenagers so enjoy my quotes don't feel shy to RT guys xoxo~ made by @ditachy,0,611,2,478,1
130798668,rdlBNC,rdlBNC,False,"http://t.co/XlHK8eVr is a free Internet Relay Chat Bouncer (BNC) service, providing free IRC bouncers to all users who request them.",0,276,27,689,1
130882237,DelStSB,DSU Softball,False,"Official twitter of the Delaware State University softball team.  For schedules, results, roster and more information, please visit http://t.co/5SlYn6EGi2",21,940,157,3964,1
130911553,yoloneci86478,"Medford, OR",False,"Local news about Medford, OR (Jackson County)",0,52,76,389,1
131033220,SOandSOworld,SO & SO,False,"SO & SO's music exists without boundaries. READY, their forthcoming album, is a fusion of pop, soul and folk, unlike anything you've heard before.",2,550,221,672,1
131180115,herzfeldrubin,Herzfeld & Rubin,False,"Herzfeld & Rubin, P.C. is a full service, internationally known law firm headquartered in the heart of Manhattan's Financial District.",1,158,10,705,1
131211756,thecompareshop,Steve Bramall,False,,9,480,1793,1335,1
131863930,dropdigger,DropDigger,False,I tweet the top stories that the domaining and SEO communities are talking about right now. A robot by @jamiembrown,2187,1206,1954,2671,1
132224599,DiiamonDiivas,DiiamondDiiva,False,"I'M A PROMOTER KNOWN AS DIIAMOND DIIVA FOR TAMAR PORTER A.K.A T-DOG AND . WE ARE STRIVING TO GET WORD OUT ABOUT POSITIVE,DRAMA FREE EVENTS...",0,23,10,471,1
132237290,lisbonalerts,LisbonAlerts,False,Rossio Breaking News: what's free (or almost free) today in the Baixa/Chiado Lisbon Lisboa.  See something?  Tweet us!,6,83,34,799,1
132667584,PhamRock,Phillip Bates,False,"Musician/Producer/Songwriter #PhamRock 

http://t.co/uhRxAClj0A 

http://t.co/Gn0tehwRwE",1073,1332,1973,7104,1
133006345,getemagination,EmaginationUnlimited,False,"The creative hot shop in Pensacola, Fla. providing unlimited possibilities for all your advertising, marketing, web design and PR needs.",6,124,35,887,1
133197408,DecimalLightnes,Decimal Lightness,False,"Launched in 2011, Decimal Lightness is a brand new name in the electronic dance music scene of today.",13,157,15,411,1
133256324,_invisalign_,Invisalign Indonesia,False,You can have straight teeth without braces. Contact us for further information...,0,75,99,296,1
133383875,ADVEN_TOUR_US,ADVENTOURUS Tours,False,"ADVENTOURUS is a unique Travel Agent which specializes in ski trips and bicycle tours but offers many other active adventure vacations (hiking, kayak, spa, ...)",0,283,596,1328,1
133448383,Babytod_Sharon,babytod,False,"Babytod is a free, local, baby and toddler activities & business directory, with discounts, vouchers and offers, in print & online for Hampshire & West Sussex.",2,1435,1885,2097,1
133753333,greatfoodmag,Great Food Club,False,Guide to the best local food & drink independents. Tweeting recommendations & news from our 6.7k members.,516,5514,3419,7486,1
134011461,shockvr,Shock Values,False,"Retailer and Distributor of over 75 JDM Euro and Domestic Aftermarket Lines, like Greddy, edelbrock B&M and more.",2,445,1310,34265,1
134583900,UAID,UAID,False,UAID empowers students and communities to eliminate health inequities.,0,101,124,252,1
134837058,theholdempro,Texas Holdem Pro,False,Learn to Play better Texas Holdem and start winning your home games!,0,419,520,178,1
134994013,IICA,IICA,False,"Indonesian Independent Clothing Association The Melting Pot of Apparel 
TheMarketPlace and @StreetwearTour
info: IICAjakarta@yahoo.com",4,2247,1118,1564,1
135263946,EastSideOfClev,Rob & Bonnie,False,"We are the central location for information on places to go and things to do, in Lake, Geauga and Ashtabula Counties.",0,386,483,237,1
135666269,CieriMedia,CMIC,False,Media company opening the doors to new unsigned artists allowing them to showcase their work via the world of the Internet. Singers writers film artists needed!,1,36,62,284,1
136294278,100000962467495,anil agarwal,False,CEO & promoters of Agra events & wedding planners.Owners of var vadhu mandapa a banquetfarm house.president marriage home association Agra.,1,29,197,543,1
136295973,AtlPaganPride,Atlanta Pagan Pride,False,"All over the world, local coordinators host Pagan Pride celebrations.",0,255,124,292,1
136389024,s_mlbyankees,New York Yankees,False,"New York Yankees. Get real-time scores for fans, by fans. Find all your favorite teams at:",8,770,1813,3296,1
137043687,Boogietown,Boogietown Myriam Bo,False,"Booking Agency: Sivan Perwer, Astrakan Pr,  Moonshine Playboys, The Sproqueville Ramblers, Bertrand Lani.....Roots & Roses 1st of may",7,618,1939,588,1
137288829,manipulatefest,Manipulate Festival,False,Bringing innovative international visual theatre and film to Scotland. 29 January - 6 February 2016,315,1771,723,1204,1
137775956,CityofJax,City of Jacksonville,False,"Official Tweets from the City of Jacksonville, Florida. #Jacksonville #ilovejax",327,30755,2033,4762,1
137796521,YoungSmiles2Day,"Kathleen Young, DDS",False,"Our dental practice is based on these principals: We Care, We Value Your Time, Continuing Education, Reducing Anxiety, Exceptional Service and High Standards.",0,98,76,140,1
137900749,PowerhouseBNE,PowerHouse,False,Young adults of Hillsong Brisbane // 18-25yrs,0,169,58,379,1
138133150,jobsinlongbeach,Jobs In Long Beach,False,Thousands of available jobs in Long Beach. These are just a few! Check them all out at http://t.co/RuNqhxzSGV,0,15,0,2277,1
138143812,BCFATL,BCF Atlanta,False,"Buckhead Community Fellowship is a progressive, dynamic and missional ministry located just off Peachtree Road in Buckhead",0,5,6,231,1
138888006,BeerladyTullys,Tully's Beer & Wine,False,"Outstanding beer store in #SouthernMaine with FANtastic, beer knowledgeable staff. Making your beer dreams reality. Tweeting about #craftbeer goings on.",10,658,303,2606,1
138899085,thecuart,Art Theater Co-op,False,The first cooperatively-owned art-house cinema in the U.S.!,397,2270,49,2049,1
139787606,holidayverona,Holiday Verona,False,"Official Twitter page of Holiday Verona, the first blog about Verona for tourists: information, culture, traditions, tours, day-trips, events and recommenations",0,31,24,105,1
139935850,88gd,e88gd,False,"http://t.co/be70MGld
#24",2391,100,580,1776,1
140040743,Planetgiftcouk,Paul,False,"http://t.co/WGeopMzXjF offers organic,ethical and Fair Trade items at fair prices.",13,72,204,196,1
140308702,BadgerBeerTweet,BadgerBeerTweet,False,Connecting Craft Enthusiasts,6,360,458,4164,1
140686472,valsgaragesale,Vals Garage Sale,False,"we're selling the 2nd stuff and the others stuff like clothes, accessory , shoes, etc with very very low prices",0,602,10,1578,1
140826857,galpalgiftideas,Girlfriend Gift Idea,False,Do you LOVE your girlfriend but HATE shopping for gifts for her? Stick around for some helpful suggestions...,0,18,0,151,1
141180071,ipad_appreviews,iPad App Reviews,False,We are here to test and provide a detailed user experience and honest reviews about the iPad apps from the app store.,0,638,6,9506,1
141228885,bonlineprices,bestonlineprices,False,"We're a price comparison site for CDs, MP3s, Blu-Rays, DVDs, Playstation, XBox, DS and Wii Computer Games as well as paperback, hardback and children's Books.",0,33,33,1266,1
141243146,LibertyforKids,Liberty for Kids,False,"a guide for parents, teachers and young people as they begin to educate themselves and their loved ones about the nature and foundations of a free society.",0,63,7,180,1
141346203,disassemblymobi,Mobiledisassembly,False,"Phone site with latest news and disassembly instructions on Apple, Samsung, Sony, Nokia, Motorola and more. Follow us!",0,304,1742,7095,1
141572254,graphcominc,"Graphcom, Inc.",False,"30+ years of award-winning marketing know-how: print, distribution, strategy, concept, content, design. The vision to communicate yours.",32,385,259,438,1
141728705,TheCoveMagazine,The Cove Magazine,False,"http://t.co/T86FaTc7du |  https://t.co/u1LXXi4OVV - contemporary design, leading editorial & superior production quality #thecovemagazine.",11,759,510,440,1
141977676,RockGardensRaft,Rock Gardens Rafting,False,"We are a family owned and operated company specializing in family fun! Located at the Glenwood Canyon Resort, come explore the canyon with us from the river.",7,151,191,137,1
142392341,GGULCD,GGULawCareerDev,False,GGU's Law Career Development office serves as the bridge between GGU School of Law's talented pool of students and the legal community at large.,5,329,82,1403,1
143017174,negeso,Negeso Website/CMS,False,Negeso Website/CMS integrated with Twitter,0,18488,75,174,1
143172834,GetEnviCeSpJobs,GetEnviCeSpJobs,False,"Environmental Certification Specialist jobs, careers and community site.",0,11,4,1455,1
143174948,MaddhattersGP,Maddhatters,False,Maddhatters.....The only Lounge/Nightclub in Grande Prairie. Dine Drink and Dance,30,451,69,575,1
143206291,MurphyStuartIns,Murphy Stuart Ins,False,"Talk to us before taking out or renewing your Home,Motor,Health & Business Insurance.Contact us at 056 7756792 for very competitive terms & superb local service",0,963,978,383,1
143228870,AllAmericanMtg,AllAmericanMortgage,False,"Contact us at All American Mortgage to find out more about the products and services we can provide!
201-576-0700 Office
201-615-8572 Direct",4,174,274,459,1
143385787,your_climate,Jon Clubb,False,Your Climate brings together the key organisations across Yorkshire and the Humber to to tackle the cause and effect of climate change.,2,349,679,409,1
143482785,BerkleyChamber,Berkley Chamber,False,The Berkley Area Chamber of Commerce strives to promote and encourage commerce and economic growth within the city of Berkley and our neighboring community.,1,898,353,1474,1
143871216,TimOConnorAutoS,Tim O'Connor,False,Call for Directions Convinton LA 70433 Phone 985-590-9786,0,1,0,478,1
143873970,ngacalgary,National Golf,False,The NGA is the largest public indoor driving range in Western Canada.Since 1993 the National Golf Academy has been improving the game of golf for Calgarians.,54,1659,1222,2604,1
144044647,howtosocialmm,socialmehere,False,"how to tips for social media marketing, career & technology news",2,283,423,945,1
144231642,VMwareEdu,VMware for Education,False,VMware virtualization & cloud solutions for Education customers and Global Partners for the public sector. Contact us at @vmwareedu.,3,5608,641,481,1
144471303,UnstoppableYUVA,YUVA Unstoppable,False,"Incepted in 2005, YUVA Unstoppable is a youth movement with the mission to inspire and mobilize every Indian to give 2 hours/week for better India.",22,839,70,1434,1
144724789,PartyTell_GA,PartyTell Georgia,False,We inform you about parties & events going on in GA. Post your event for free at PartyTell.com. Inquiries: admin@partytell.com | @whoisSheena | @MrBrundidge,0,2092,648,2731,1
144823433,ThonglorEkamai,Thonglor-Ekamai,False,Everything about the Thonglor-Ekamai neighbourhood! Check out the only comprehensive map of T-E by Nancy Chandler. Find us here: http://t.co/p9T4PuwES5,314,1841,128,4564,1
145278977,PlanningGuide,Planning Guide,False,Specialist Publishers to Local Authorities,9,992,1960,146,1
145663151,ur_spsa,SPSA,False,The official Twitter page for the Saskatchewan Polytechnic Students' Inc. based in Saskatoon and Prince Albert.,8,99,51,340,1
145911661,LastingBP,Lasting Blueprint,False,"Orlando Video Production Company. Corporate Video, Meetings & Event Video Production, Commercial Videography, and Wedding Videography Packages.",0,3246,2006,10751,1
145946428,yoloneco2436,Washington County,False,Local news about Washington County (Pennsylvania),0,1,0,102,1
145974084,Shemrockschool,SHEMROCK Schools,False,"SHEMROCK school laid its foundation stone way back in 1989 at Ashok vihar , New Delhi. Since then a chain of school has left its mark at many places in Delhi,",0,112,40,3340,1
146043186,Broadwaybonds,Broadway Bail Bonds,False,A. Broadway Bail Bonds is your premier bail bonding agency in North Carolina. Call 336-266-4082 or goto http://t.co/gloROiaphK,2,467,72,250,1
146316582,iSecuritas,iSecuritas,False,"Securing your Idea, Securing your Info, Securing your Identity - iSecuritas is Identity, Information, Idea - Security company",0,3,4,140,1
146399880,vickypurplestar,vicky draycott,False,"Retailer of top quality wooden toys and puppets. Run by Vicky, mummy to 2 fantastic toy testers!",2,89,121,160,1
146583051,MOBSSz,baseball.hu,False,Official Twitter of Hungarian Baseball and Softball Federation,1,137,66,157,1
147367568,LovatoFansUnite,Floralisa,False,This is a Demi Lovato support site since 5/23/10. Follow if you love Demi Lovato :),12,24,187,133,1
147602490,StAubynHolidays,St Aubyn Holidays,False,Six quality and comfortable holiday cottages situated on or near a beach around Porthwgarra and Land's End in West Cornwall.,34,989,1947,146,1
147715359,THiNKphotograph,Think Photography,False,"Two commercial photographers Carolyn Robertson and Jeff Brass create imagery for commercial photography, advertising, websites, packaging, books and magazines.",7,209,154,1238,1
148082848,casadangeloohio,Casa DAngelo's,False,"At Casa D'Angelo's italian restaurant, we use only the finest and freshest ingredients possible and we will never scrimp on food portions or food quality.",0,274,368,594,1
148160003,FreeTheInternet,Anonymous,False,"We Are Anonymous, We Are Legion And Divided By Zero. We Do Not Forgive Internet Censorship And We Do Not Forget Free Speech. We Are Over 9000, Expect Us!",653,6802,7459,70929,1
148436801,WeiderNutrition,Weider Nutrition,False,"For nearly 70 years, we've been providing the world with the best health products/supplements. Our latest is Muscle Health: http://t.co/aRsU0Je5",33,11535,7960,1288,1
148515485,eBayBrightSpark,eBayBrightSparks,False,Entering the world of eBay Electronics and Photography equipment and accessories. Love to learn about the Internet-Social Media-eCommerce.,0,210,309,618,1
148573278,LBPP_LIA_Depok,LBPP LIA Depok,False,A Commitment to Quality Learning | English Course | 0811 1170217 (SMS/WA/Line) | Ph: 021-7752593 / 021-77212873 | Pin BB : 2263FA50 | fb: LBPP LIA Depok,3,1181,24,2531,1
148809213,AZ_Lyrics,AZ Lyrics,False,All about #lyrics -- find the lyrics any song at http://t.co/4h3vqOiOlY!,41,136,137,274,1
150255923,SBabysitting,Suffolk Babysitting,False,Qualified and experienced babysitting across Suffolk.,0,7,0,286,1
150660859,pulmanfleet,pulmanfleet,False,Delivering competitive contract hire and PCP quotes to all Volkswagen and now SEAT models. http://t.co/8wbNreVKnQ.,3,173,158,262,1
150791798,mechseILLINOIS,MechSE Illinois,False,"Mechanical Science and Engineering at Illinois offers top-ranked programs in engineering mechanics, mechanical engineering, and theoretical & applied mechanics.",52,410,177,566,1
150858704,rockshoMinn,rockshoMinneapolis,False,"find out about your favorite concerts, music and bands 1st. be in the kno. fo sho.",0,0,1,289,1
150941559,SupportALLMusic,Listen 2 The World,False,"Here to help artist all of all styles of music across the globe. Let us have no boundaries, dont just listen to your style LISTEN TO THE WORLD #SupportALLMusic",2,50,193,106,1
151199348,ClassAutoCenter,Class Auto Center,False,"We are a fully licensed collision repair center on the corner of the 405 and Cherry. We are factory certified by Mercedes-Benz, Porsche, Audi and Nissan GT-R.",1,102,357,246,1
151514204,Anonymizer,Anonymizer,False,"Anonymizer, Inc. is the global leader in online privacy, anonymity, and identity protection solutions. Providing superior anonymity solutions since 1995.",14,2183,1551,585,1
151672822,iDiotFilms,iDiot Films,False,"Pronouced EYE-DEE-OT (but yes it's spelt idiot) iDiot Films is a UK Production Company, run by @warwickadavis and @oliverjmoore",7,304,101,183,1
152061839,search4this,Chip Maddox,False,HOME & GARDEN Market place  Blog page and Youtube channel. ( registar today and get a free BIG VALUE BOOK catalog  ( code 1964 ),4,42,55,268,1
152068965,fineBakersfield,Weather Bakersfield,False,"Frequent weather forecast for Bakersfield, min and max temp, rain and wind. Source of info is http://t.co/5kj1MqoNnC.",0,77,0,19152,1
152074766,fineStockton,Weather Stockton,False,"Frequent weather forecast for Stockton, min and max temp, rain and wind. Source of info is http://t.co/cTB9Xqj1uZ.",0,39,0,19121,1
152203795,T6M_TOKYO,T6M,False,"DIFFEDUCATION,
fog linenwork by diffeducation,
PIVOT by diffeducation,
U.S.keds,CYCLE/CLS,
NIKE,CAUSE,ISAORA,
VANEforSEBAGO,V::room",0,29,0,192,1
